stable_id	Mass	pI	Charge	NumResidues	CAI
SPBC3E7.06c	62899.86	9.1159	18.0	577	0.412
SPAC688.12c	19352.82	10.7667	18.0	167	0.404
SPBC1709.09	27688.05	10.4666	18.0	244	0.338
SPAC1687.06c	14755.01	11.8089	18.0	134	0.752
SPAC6B12.06c	13827.11	11.1783	18.0	117	0.350
SPBP22H7.05c	137385.32	7.9668	18.0	1201	0.392
SPCC1259.01c	17435.33	11.2263	18.0	152	0.787
SPAC3A11.07	61674.70	9.2828	18.0	551	0.613
SPAC7D4.09c	32018.87	9.8784	18.0	274	0.363
SPAC323.01c	43500.49	9.8666	18.0	386	0.332
SPAC30C2.03	24657.55	10.1657	18.0	210	0.428
SPBC12C2.02c	147412.71	7.9078	18.0	1309	0.384
SPBC30D10.18c	23884.11	10.4824	18.0	216	0.614
SPAC1834.08	184579.57	7.4311	18.0	1639	0.418
SPCC622.11	64826.17	9.4058	18.0	562	0.392
SPAC18G6.14c	21947.50	10.8538	18.0	195	0.715
SPAC1093.03	96035.39	8.6220	18.0	832	0.401
SPAC1805.13	15210.02	11.0518	18.0	134	0.760
SPBC16A3.08c	30949.28	10.8950	18.0	284	0.651
SPBC146.12	53574.74	9.7708	18.0	479	0.416
SPBC16D10.11c	17435.33	11.2263	18.0	152	0.794
SPAC17D4.04	78515.16	8.7673	18.0	688	0.411
SPBC1921.01c	12187.25	11.3189	18.0	108	0.611
SPBC13E7.01	102702.05	8.8066	18.0	886	0.394
SPCC1672.09	54380.67	8.9331	18.5	467	0.405
SPAC23E2.01	60611.24	8.7324	18.5	564	0.415
SPBC18H10.09	56924.13	8.3760	18.5	495	0.400
SPBC216.07c	266379.18	7.1175	18.5	2337	0.398
SPAC12G12.15	54451.61	9.2768	18.5	472	0.375
SPCC1795.07	17149.10	11.3835	18.5	151	0.251
SPCC126.11c	19765.52	11.0740	18.5	183	0.388
SPBC651.12c	30451.35	10.2045	18.5	273	0.391
SPBC2D10.09	47934.07	9.7680	18.5	429	0.397
SPAC29A4.04c	53110.24	9.3933	18.5	474	0.588
SPCC1183.08c	23917.21	10.5240	18.5	216	0.801
SPBC13G1.14c	28369.36	10.0385	18.5	243	0.363
SPAC1002.16c	55266.69	9.3173	18.5	499	0.410
SPBC691.01	35968.78	9.5026	18.5	312	0.386
SPCC1840.08c	64714.71	9.5487	18.5	561	0.392
SPBC83.13	31575.77	10.5840	18.5	293	0.605
SPAC24B11.11c	70491.77	8.8431	18.5	607	0.470
SPBC29A3.12	22244.87	11.0424	18.5	192	0.735
SPBC27B12.04c	95093.07	8.2956	18.5	817	0.405
SPCC1672.08c	32161.59	10.0824	18.5	285	0.427
SPAC1B3.15c	69076.93	9.4403	18.5	628	0.420
SPAC19A8.06	45226.98	9.5899	18.5	397	0.387
SPCC5E4.04	209433.85	7.3041	18.5	1828	0.397
SPAC3H8.04	38474.21	9.2170	18.5	338	0.362
SPAP8A3.11c	45499.44	9.7132	18.5	419	0.319
SPBC8D2.19	63223.73	9.0672	18.5	559	0.336
SPCC16A11.06c	59222.17	9.3299	18.5	506	0.359
SPCC757.11c	51981.44	9.3829	18.5	471	0.410
SPAC4G9.20c	32742.94	9.7911	18.5	298	0.465
SPAC24H6.07	22160.79	11.0424	18.5	191	0.723
SPAC13G6.12c	97990.08	8.5411	18.5	859	0.373
SPAC24H6.02c	19888.78	10.4566	19.0	175	0.386
SPCC1183.05c	106025.44	8.9379	19.0	913	0.376
SPAC1610.02c	27685.39	10.4370	19.0	253	0.351
SPCC330.08	53277.92	9.4398	19.0	471	0.435
SPBC1D7.04	21790.89	10.9196	19.0	199	0.509
SPBC18H10.16	118131.66	8.6490	19.0	1050	0.363
SPCC584.12	13701.06	11.6186	19.0	115	0.304
SPCC16A11.11	13355.36	12.0349	19.0	115	0.422
SPBC56F2.01	49997.09	8.7385	19.0	440	0.404
SPAC4F10.05c	24497.37	10.4005	19.0	219	0.355
SPAC22G7.08	58546.82	9.2805	19.0	513	0.378
SPCC14G10.04	52624.56	10.3421	19.0	497	0.389
SPAC23H3.07c	12287.54	11.9637	19.0	105	0.285
SPAC17H9.19c	54294.08	8.8302	19.0	490	0.385
SPAC23H4.04	47626.60	9.1509	19.0	415	0.365
SPAC26A3.10	104497.14	8.3589	19.0	923	0.391
SPBC8D2.03c	11423.39	11.9087	19.0	103	0.797
SPCP1E11.11	72634.57	9.3658	19.0	642	0.430
SPAC19G12.07c	69362.34	9.3111	19.0	603	0.411
SPBC1703.13c	33843.68	9.8674	19.0	311	0.703
SPAC1834.03c	11423.39	11.9087	19.0	103	0.786
SPCC1020.08	78187.93	8.6384	19.0	688	0.410
SPBC2F12.05c	148474.98	7.3344	19.0	1310	0.448
SPCC330.07c	56109.48	9.5695	19.0	500	0.348
SPAC23C11.04c	47088.66	9.7466	19.0	408	0.412
SPAC14C4.12c	33903.15	10.2095	19.0	297	0.378
SPBC428.14	41354.39	9.7862	19.0	350	0.462
SPAC6F6.07c	16952.92	11.0334	19.0	151	0.805
SPBC11B10.01	57166.93	9.5844	19.0	506	0.391
SPBC16A3.07c	38328.21	10.0522	19.0	342	0.316
SPBC4B4.04	63496.95	9.6720	19.0	576	0.431
SPCC1020.10	73232.29	7.6924	19.0	650	0.531
SPBC1105.12	11423.39	11.9087	19.0	103	0.780
SPBC18E5.13	27042.09	10.4696	19.0	233	0.336
SPAC4F10.06	44883.81	10.1163	19.5	388	0.445
SPAC1D4.14	188832.60	8.1724	19.5	1628	0.390
SPCC1739.01	57978.38	10.1308	19.5	547	0.361
SPBC15D4.02	59641.52	8.7485	19.5	547	0.425
SPBC651.08c	157562.11	7.7649	19.5	1405	0.438
SPAC56E4.05	22104.00	10.7635	19.5	192	0.445
SPBC1198.12	47236.66	9.7997	19.5	421	0.359
SPBC1A4.06c	45319.28	9.8042	19.5	393	0.359
SPBPB7E8.02	82211.33	9.4806	19.5	749	0.458
SPCC320.05	73467.71	8.7850	19.5	667	0.408
SPBC19C7.01	22581.51	10.5239	19.5	196	0.366
SPAC1782.04	19827.92	10.9501	19.5	175	0.326
SPAC18G6.04c	53978.84	9.6012	19.5	488	0.438
SPBC13E7.09	31224.72	11.4254	19.5	309	0.353
SPCC553.01c	78097.98	9.6399	19.5	715	0.353
SPAC4G8.11c	31381.37	10.2824	19.5	267	0.360
SPBC21B10.03c	85523.72	9.7374	19.5	791	0.420
SPAC1B1.04c	76046.02	9.3968	19.5	681	0.366
SPBC336.07	153641.56	8.2155	19.5	1339	0.395
SPAP19A11.05c	17159.72	11.4026	19.5	153	0.420
SPBC1198.04c	102816.65	8.1215	19.5	897	0.422
SPBC18H10.19	55497.86	9.4475	19.5	474	0.386
SPCC736.12c	54538.66	9.3989	19.5	488	0.420
SPAC32A11.01	82456.26	8.5696	19.5	720	0.399
SPBC27B12.09c	30858.20	10.3731	19.5	277	0.381
SPAPB21F2.03	19328.01	11.3205	19.5	172	0.330
SPBC19F5.03	68712.79	8.9198	19.5	598	0.454
SPCP1E11.02	72000.08	9.0365	19.5	650	0.380
SPAC2F7.16c	157730.96	7.2882	19.5	1369	0.417
SPAC1783.03	40505.23	9.9595	19.5	351	0.353
SPAC2G11.11c	80605.33	8.8286	19.5	719	0.414
SPCC63.03	68787.50	9.9570	19.5	612	0.425
SPCC4B3.10c	72766.01	9.1980	19.5	640	0.464
SPAC4A8.06c	66109.84	9.0035	19.5	578	0.399
SPCC364.01	36017.53	10.2096	19.5	320	0.401
SPBC1105.07c	50836.71	9.2605	19.5	442	0.369
SPCC4G3.09c	72789.58	6.6768	2.0	635	0.433
SPBC947.10	79184.99	6.7128	2.0	695	0.411
SPBC19C2.10	56732.69	6.8036	2.0	501	0.379
SPAC1002.17c	22083.52	8.4221	2.0	204	0.746
SPAC1250.04c	12670.39	7.6560	2.0	108	0.494
SPAC11G7.01	52992.69	7.1625	2.0	536	0.390
SPAC806.06c	42149.05	6.7888	2.0	368	0.413
SPAC26F1.06	23765.13	7.6541	2.0	211	0.832
SPAC17C9.16c	59318.86	7.3274	2.0	531	0.395
SPAC22H10.10	58591.42	6.7916	2.0	511	0.374
SPAC13G6.11c	43406.84	6.9180	2.0	404	0.372
SPAC6F12.16c	126190.93	6.6483	2.0	1117	0.466
SPAC23H4.21	13618.64	8.4590	2.0	122	0.364
SPBC2A9.13	5157.05	9.3372	2.0	48	0.321
SPAC3F10.05c	37866.95	7.0517	2.0	326	0.409
SPBC1683.13c	72291.77	6.7689	2.0	618	0.392
SPBC31E1.03	8434.83	8.2172	2.0	73	0.397
SPBC16E9.19	15869.54	8.2158	2.0	143	0.371
SPBC1773.08c	51375.31	6.7115	2.0	440	0.402
SPAC9G1.09	52969.34	6.7988	2.0	471	0.377
SPAC57A10.14	13138.78	7.3071	2.0	117	0.459
SPBC405.03c	37839.66	7.1225	2.0	341	0.402
SPACUNK4.09	38519.06	6.9338	2.0	339	0.356
SPBC30B4.01c	38397.71	7.5616	2.0	374	0.361
SPAC22G7.03	26869.16	6.9351	2.0	236	0.353
SPBPJ4664.03	4421.09	9.2331	2.0	41	0.763
SPAC23A1.16c	23216.67	7.8236	2.0	197	0.445
SPBC577.06c	213962.89	6.6054	2.0	1877	0.439
SPAC227.10	13296.20	8.4746	2.0	114	0.384
SPCC830.10	20977.97	7.1265	2.0	188	0.429
SPCC569.08c	22251.95	6.8655	2.0	207	0.388
SPAPB18E9.05c	10370.34	8.2141	2.0	90	0.413
SPAC2F7.04	51389.98	6.7214	2.0	454	0.441
SPAC1250.02	20574.78	7.7694	2.0	178	0.417
SPBC17A3.04c	88881.01	6.7125	2.0	782	0.543
SPBC577.11	27496.24	7.1421	2.0	239	0.426
SPBC2F12.14c	57026.45	6.8614	2.0	524	0.695
SPBC8D2.17	36998.01	6.9624	2.0	328	0.462
SPBC19C7.04c	14651.29	7.6664	2.0	124	0.556
SPCC417.03	5351.24	7.1235	2.0	46	0.481
SPCC61.04c	25390.39	6.9485	2.0	227	0.470
SPAC9G1.14	9149.80	7.9340	2.0	81	0.285
SPBC409.20c	24059.88	7.1793	2.0	215	0.576
SPCC61.03	36093.64	6.9069	2.0	327	0.456
SPBC28F2.07	33637.85	7.5123	2.0	299	0.375
SPCPB16A4.03c	64123.40	6.7879	2.0	585	0.701
SPBC21B10.11	8267.10	9.1438	2.0	72	0.384
SPAC1B3.14	16325.58	8.4689	2.0	161	0.687
SPCC550.14	142612.58	6.6966	2.0	1291	0.497
SPAC24H6.10c	39760.22	6.7878	2.0	368	0.538
SPAC2G11.13	58641.55	6.7373	2.0	529	0.396
SPCC1183.03c	18386.80	7.5634	2.0	158	0.360
SPBC27.05	12713.97	8.1862	2.0	108	0.350
SPBC4B4.10c	29826.68	7.4431	2.0	261	0.397
SPBC17D1.05	37873.32	7.1622	2.0	368	0.365
SPAC19A8.16	7185.95	8.9237	2.0	65	0.503
SPCC777.06c	33805.66	6.7429	2.0	301	0.447
SPAC4A8.13c	29986.78	6.9457	2.0	272	0.485
SPCC1183.09c	11961.88	7.5055	2.0	109	0.463
SPAC222.11	36244.38	6.7972	2.0	312	0.705
SPBC17D11.04c	88257.21	6.6973	2.0	767	0.420
SPCC1840.11	19889.61	8.2000	2.0	181	0.327
SPAC17A2.06c	146210.27	6.6035	2.0	1272	0.422
SPBC83.15	43767.35	6.8527	2.0	387	0.406
SPCC63.14	131057.53	6.5830	2.0	1184	0.442
SPBC3B9.19	25333.85	8.3921	2.0	223	0.563
SPAC17C9.13c	30621.76	6.7940	2.0	262	0.430
SPAC167.01	121223.42	6.6105	2.0	1072	0.406
SPAC2C4.05	15737.72	8.2055	2.0	134	0.468
SPAC1782.05	40288.29	6.7507	2.0	352	0.406
SPBC13G1.11	22651.75	7.9190	2.0	197	0.414
SPCC1672.12c	34352.12	7.1815	2.0	303	0.422
SPBPB2B2.12c	80666.39	6.7150	2.0	713	0.367
SPAC4A8.02c	15880.13	7.6793	2.0	142	0.441
SPAPB8E5.05	4448.12	9.2331	2.0	42	0.746
SPBC776.15c	48964.17	7.9012	2.0	452	0.536
SPAC11H11.05c	6738.87	9.7973	2.0	59	0.320
SPAC17G8.10c	30597.46	6.9105	2.0	267	0.415
SPBC106.16	28277.02	7.5658	2.0	259	0.491
SPBC16D10.04c	157659.15	6.5871	2.0	1397	0.385
SPBC725.15	23716.25	7.6510	2.0	215	0.555
SPAC1B2.05	80099.64	6.7181	2.0	720	0.415
SPAPJ695.02	8240.33	9.5073	2.0	70	0.263
SPBP4H10.20	35106.51	6.8017	2.0	304	0.411
SPAC4A8.05c	242571.85	6.5965	2.0	2104	0.399
SPCC330.02	62727.60	6.8125	2.0	563	0.355
SPCC126.13c	16849.43	7.5033	2.0	145	0.422
SPCC736.05	25011.91	7.4022	2.0	218	0.383
SPAC343.03	10557.03	7.2856	2.0	94	0.434
SPCC1884.01	55329.71	6.8447	2.0	478	0.396
SPBC18E5.09c	14653.54	7.5647	2.0	128	0.355
SPBC19C7.06	78875.15	6.7502	2.0	716	0.603
SPCC126.08c	35128.93	7.1446	2.0	312	0.517
SPAC3G9.05	73872.51	6.7273	2.0	659	0.418
SPAC3A11.10c	46047.52	6.6811	2.0	409	0.478
SPAC1834.02	173782.38	6.6151	2.0	1573	0.482
SPAC4A8.10	86646.86	6.6305	2.0	785	0.406
SPCC1183.12	15861.81	8.9097	2.0	138	0.353
SPBC13E7.06	38448.98	7.4587	2.5	331	0.428
SPAC13G6.08	60533.35	6.8293	2.5	535	0.402
SPCC31H12.02c	34663.73	7.3287	2.5	306	0.387
SPBC16E9.12c	18460.75	8.2135	2.5	166	0.442
SPCC757.10	24238.09	8.0495	2.5	213	0.301
SPAC1002.06c	13687.74	7.6231	2.5	118	0.420
SPBC685.02	48395.30	7.0047	2.5	409	0.411
SPBC577.13	101707.91	6.7744	2.5	889	0.403
SPCC1919.10c	175155.20	6.6441	2.5	1516	0.410
SPAC14C4.04	29710.14	7.9195	2.5	267	0.442
SPAC27F1.08	57641.23	7.0892	2.5	521	0.445
SPMIT.10	7561.05	9.2993	2.5	74	0.424
SPBC119.08	48261.62	6.7557	2.5	422	0.478
SPAC23H3.09c	41318.45	6.8855	2.5	376	0.578
SPBC18E5.14c	15001.64	8.6094	2.5	127	0.354
SPBP16F5.07	48955.62	7.0058	2.5	426	0.493
SPBC146.07	58933.16	7.1563	2.5	517	0.379
SPBC244.02c	55644.84	7.0056	2.5	488	0.394
SPBC365.01	41015.05	8.0013	2.5	355	0.496
SPAC22A12.12c	26725.73	7.8498	2.5	240	0.389
SPAC3A12.05c	133909.44	6.6515	2.5	1172	0.408
SPAC4F10.22	8119.28	8.0356	2.5	70	0.394
SPBC106.02c	13602.66	7.9536	2.5	124	0.442
SPAC6F6.09	15877.50	8.4401	2.5	138	0.336
SPBC947.06c	55247.88	6.9944	2.5	498	0.380
SPAC2F7.08c	71915.34	6.7522	2.5	632	0.384
SPAC30D11.06c	49289.81	6.9793	2.5	426	0.388
SPAC1F8.05	19696.03	7.1004	2.5	182	0.525
SPAC1039.08	29259.66	7.1645	2.5	270	0.332
SPCC1223.14	42324.85	6.9837	2.5	395	0.508
SPAC10F6.07c	21531.98	7.6812	2.5	188	0.351
SPMIT.07	28293.70	7.7018	2.5	257	0.479
SPAC13G6.05c	28499.15	8.0487	2.5	253	0.312
SPAC19A8.01c	122591.57	6.7590	2.5	1082	0.386
SPAC2F3.05c	31172.63	6.9685	2.5	275	0.548
SPBC3E7.16c	64041.72	6.9810	2.5	584	0.594
SPBC337.08c	42972.17	7.8532	2.5	382	0.720
SPCC13B11.03c	28628.55	6.7569	2.5	256	0.395
SPAC11D3.20	3262.95	9.5140	2.5	28	0.374
SPBP23A10.15c	50737.39	6.8098	2.5	457	0.525
SPAC1687.07	13927.95	9.0989	2.5	124	0.411
SPBC12D12.02c	18587.98	7.7253	2.5	160	0.347
SPCC1795.12c	13316.18	9.5477	2.5	112	0.404
SPCC645.05c	176431.63	6.6849	2.5	1526	0.422
SPBC4C3.05c	189245.59	6.6113	2.5	1689	0.480
SPAC25B8.11	74715.57	6.6886	2.5	654	0.382
SPBC776.04	85382.05	6.7761	2.5	765	0.411
SPCC306.09c	60243.40	6.8399	2.5	551	0.486
SPCC16A11.08	60193.89	6.7078	2.5	534	0.418
SPAC26H5.09c	41432.54	6.8384	2.5	369	0.545
SPAC2E1P5.04c	40023.04	6.9512	2.5	355	0.405
SPAC20H4.05c	25849.68	6.9805	2.5	228	0.387
SPAC824.07	28483.35	6.8989	2.5	256	0.505
SPBC19C2.13c	40741.56	7.2578	2.5	366	0.374
SPAC17A5.15c	80749.58	6.7674	2.5	716	0.600
SPBC2G2.11	53696.50	6.9920	2.5	466	0.425
SPAC2C4.14c	35218.40	7.1632	2.5	312	0.409
SPCC757.15	7990.09	9.6613	2.5	69	0.366
SPAPB17E12.14c	76392.72	6.7135	2.5	668	0.418
SPBC2A9.11c	46216.84	7.1410	2.5	395	0.401
SPBC16C6.04	38762.45	7.1819	2.5	350	0.371
SPBC18H10.06c	39812.94	6.8991	2.5	357	0.385
SPAC823.05c	34441.44	7.2180	2.5	301	0.368
SPBC1773.12	69478.71	7.0010	2.5	594	0.376
SPAC607.10	119407.46	6.7506	2.5	1028	0.390
SPCC126.07c	64467.54	6.6968	2.5	571	0.348
SPBC1706.03	87101.85	6.6629	2.5	758	0.416
SPBC25H2.18	13437.32	7.5068	2.5	120	0.463
SPBC32H8.09	55951.05	6.7015	2.5	483	0.423
SPCC188.12	44011.13	6.9058	2.5	380	0.392
SPBC13G1.08c	74252.79	6.7800	2.5	652	0.409
SPBC146.04	22388.62	7.1952	2.5	192	0.349
SPCC4G3.03	38993.66	6.7791	2.5	347	0.439
SPAC637.13c	56087.89	6.9144	2.5	498	0.428
SPAC8E11.12	11892.81	8.3000	2.5	102	0.357
SPBC839.07	15778.00	8.4218	2.5	138	0.499
SPBC1709.20	12379.48	7.6294	2.5	108	0.333
SPAC3G9.16c	18330.17	7.4979	2.5	155	0.407
SPAC3H8.10	32746.43	7.1476	2.5	286	0.477
SPBC16H5.09c	44345.61	6.9891	2.5	372	0.357
SPAC227.19c	9843.83	8.4766	2.5	83	0.368
SPCC663.13c	16322.99	7.9409	2.5	144	0.424
SPBC21H7.07c	23519.82	6.9123	2.5	216	0.415
SPAC1687.16c	35625.73	6.7617	2.5	300	0.546
SPAC29A4.02c	45701.26	7.1490	2.5	409	0.733
SPCC320.14	35048.22	7.1651	2.5	323	0.433
SPBC19C7.11	85161.71	6.9413	2.5	766	0.394
SPBC1734.07c	70597.36	6.7267	2.5	618	0.417
SPBC1773.03c	50496.61	6.7490	2.5	459	0.442
SPAC4F10.12	32337.17	7.5496	2.5	280	0.376
SPCC1795.05c	21716.05	7.7840	2.5	191	0.544
SPAC664.11	72976.60	7.1908	2.5	674	0.701
SPCC13B11.02c	16633.01	7.0080	2.5	138	0.354
SPCC1450.14c	65435.83	6.7766	2.5	567	0.420
SPCC569.07	53613.66	6.9913	2.5	470	0.405
SPAC4G9.15	37307.44	10.1701	20.0	341	0.477
SPCC23B6.03c	327145.11	7.0171	20.0	2812	0.422
SPAC3A12.12	32855.34	10.0835	20.0	286	0.349
SPAC1556.05c	13512.68	11.2592	20.0	111	0.424
SPCC736.06	69407.18	9.4927	20.0	611	0.370
SPAC22E12.02	24410.24	10.9768	20.0	219	0.295
SPBC4B4.11	13328.62	11.6779	20.0	113	0.320
SPBC21H7.04	78831.25	9.2520	20.0	709	0.391
SPCC1919.13c	32344.78	10.2820	20.0	282	0.339
SPBC839.09c	14316.46	12.1642	20.0	121	0.266
SPCP25A2.02c	110913.89	8.7283	20.0	973	0.397
SPCC1020.03	43225.82	9.5372	20.0	397	0.360
SPBP8B7.26	27489.62	11.0277	20.0	262	0.331
SPAC1782.08c	61198.94	8.5694	20.0	540	0.369
SPMIT.08	25348.62	10.7702	20.0	227	0.341
SPBC839.11c	35932.71	10.0599	20.0	322	0.435
SPAC7D4.13c	36213.54	10.1571	20.0	312	0.380
SPBC25B2.04c	37870.76	10.1474	20.0	328	0.382
SPCC70.09c	23320.78	10.7284	20.0	208	0.339
SPBC28E12.03	104487.47	8.2808	20.0	933	0.402
SPBC725.01	48243.25	9.6614	20.0	437	0.510
SPAC1687.23c	12162.47	10.9865	20.0	104	0.307
SPBC16G5.18	48560.13	9.1516	20.0	424	0.422
SPCC4G3.11	37137.65	10.3458	20.0	316	0.390
SPAC24H6.01c	68234.04	9.2424	20.0	583	0.396
SPBC12D12.05c	47513.80	9.6677	20.5	426	0.351
SPBP4H10.13	15655.25	11.0527	20.5	143	0.699
SPBC17D11.05	107070.59	9.2744	20.5	932	0.541
SPAC144.05	159951.62	7.6413	20.5	1375	0.397
SPBC20F10.01	20130.74	11.6647	20.5	194	0.434
SPAC824.09c	35109.37	10.4287	20.5	320	0.376
SPCC1442.11c	21621.42	10.8613	20.5	182	0.363
SPBC18H10.12c	28730.40	10.6053	20.5	251	0.735
SPAC56F8.09	36329.01	10.1419	20.5	318	0.437
SPBC29A10.07	139584.60	8.1997	20.5	1250	0.365
SPBC1604.12	93285.76	9.4944	20.5	860	0.362
SPAC9G1.10c	131274.36	8.3488	20.5	1191	0.394
SPAC30D11.11	51056.36	9.3690	20.5	442	0.413
SPAC23C11.02c	15655.25	11.0527	20.5	143	0.709
SPAC30.04c	164789.77	8.2919	20.5	1469	0.418
SPAC1F5.07c	53461.95	9.8796	20.5	490	0.380
SPAC31G5.06	27493.36	10.2875	20.5	234	0.337
SPBC1703.01c	24628.99	10.4983	20.5	217	0.372
SPAC22E12.13c	22279.79	10.5582	20.5	192	0.535
SPBC342.01c	59203.48	9.7061	20.5	506	0.463
SPCC364.03	20826.99	11.0032	20.5	187	0.734
SPCC18B5.08c	111255.23	8.4532	20.5	973	0.416
SPCC970.05	11263.36	12.3628	20.5	99	0.695
SPAC17G8.12	67460.68	10.0470	21.0	608	0.399
SPAC31G5.03	17500.40	11.0052	21.0	152	0.770
SPCC794.08	90382.86	8.4887	21.0	798	0.398
SPBC8D2.04	15356.91	11.8294	21.0	136	0.795
SPAC1805.03c	42665.86	8.9602	21.0	368	0.411
SPCC613.05c	14301.83	11.3813	21.0	122	0.768
SPAC23C4.12	45831.87	9.7730	21.0	400	0.480
SPAC12G12.10	47525.33	9.5963	21.0	420	0.370
SPAC328.09	33099.78	10.4206	21.0	298	0.472
SPAC21E11.05c	58625.97	9.3887	21.0	516	0.407
SPAC56F8.14c	15012.57	10.8584	21.0	131	0.287
SPAC1834.09	35595.62	10.1201	21.0	306	0.373
SPAC4F8.02c	31760.73	10.5096	21.0	279	0.407
SPCC4B3.04c	147846.21	8.0968	21.0	1316	0.402
SPBC1A4.10c	100834.47	8.0275	21.0	879	0.416
SPAPB17E12.03	39959.97	9.9216	21.0	343	0.352
SPAC2F3.03c	48066.42	10.1734	21.0	425	0.458
SPCC1620.07c	37436.70	10.0583	21.0	334	0.405
SPAP8A3.05	77881.96	9.3774	21.0	695	0.410
SPBC29B5.03c	14340.81	11.7608	21.0	126	0.653
SPCC162.10	38670.64	9.9873	21.0	338	0.439
SPAC17G8.01c	90342.96	8.6195	21.0	787	0.421
SPAPB17E12.12c	35466.23	10.3385	21.0	317	0.354
SPAC144.11	17500.40	11.0052	21.0	152	0.782
SPAC1834.04	15356.91	11.8294	21.0	136	0.725
SPCC1753.02c	53860.41	9.8091	21.0	466	0.395
SPBC1105.11c	15356.91	11.8294	21.0	136	0.742
SPBC3B8.01c	52715.63	10.1239	21.0	469	0.348
SPAC959.08	18353.09	10.7128	21.0	160	0.824
SPBC1604.09c	29602.09	10.3375	21.0	260	0.386
SPBC4F6.14	77034.12	9.8031	21.0	674	0.415
SPBC405.07	11258.35	12.3628	21.0	99	0.605
SPBC29A3.11c	33191.39	10.2863	21.0	297	0.337
SPAC19G12.02c	88009.40	9.2424	21.0	794	0.361
SPAC19E9.02	82689.34	8.6712	21.0	722	0.367
SPBC13E7.03c	77869.42	9.7457	21.0	713	0.369
SPCC576.08c	27637.22	10.6765	21.0	253	0.783
SPAC23C11.16	77301.85	9.3862	21.5	683	0.397
SPBC530.10c	35020.37	10.4862	21.5	322	0.755
SPBC146.02	29324.89	10.6066	21.5	263	0.307
SPBC14C8.19	19110.84	10.7224	21.5	168	0.368
SPBC2F12.04	20814.03	11.0340	21.5	187	0.683
SPCC1827.04	68792.64	9.6956	21.5	600	0.394
SPAC7D4.06c	46991.81	9.8028	21.5	406	0.390
SPCC74.05	15305.08	11.4170	21.5	136	0.677
SPBC21C3.04c	12734.86	12.6203	21.5	108	0.336
SPBC365.16	30406.56	11.0707	21.5	277	0.475
SPAC5D6.10c	15864.04	10.4536	21.5	135	0.379
SPAC32A11.02c	97078.57	9.5818	21.5	851	0.408
SPBC2G2.08	105756.91	8.6630	21.5	972	0.414
SPBC1105.03c	24387.54	10.8276	21.5	215	0.406
SPAC1687.10	75944.79	9.5064	21.5	661	0.365
SPBC1861.01c	72051.79	10.0650	21.5	643	0.342
SPBC30B4.06c	74230.36	9.3498	21.5	666	0.359
SPBC17A3.05c	46399.16	9.8879	21.5	403	0.413
SPAC29A4.11	108649.11	7.7326	21.5	969	0.351
SPBC3B9.14c	37195.06	10.2237	21.5	326	0.334
SPBC106.18	15835.64	11.2049	22.0	141	0.743
SPBC365.09c	35452.79	10.3567	22.0	304	0.419
SPCC1235.07	28843.50	10.7660	22.0	244	0.369
SPBC146.05c	46056.97	10.1897	22.0	376	0.346
SPBC106.19	59226.13	9.8350	22.0	515	0.395
SPBP19A11.06	172258.79	7.8459	22.0	1513	0.388
SPAC683.02c	24644.03	9.8199	22.0	218	0.399
SPBC19G7.09	64940.98	9.7163	22.0	568	0.386
SPAC19G12.05	31573.73	10.6533	22.0	291	0.498
SPBC409.12c	37994.58	10.0839	22.0	325	0.357
SPCC162.12	49212.23	10.5472	22.0	451	0.360
SPBC11B10.04c	33952.11	10.4703	22.0	288	0.343
SPCC622.18	21247.93	10.9240	22.0	195	0.732
SPBC4F6.04	15767.52	11.2049	22.0	141	0.621
SPAC4F10.07c	83709.82	8.6302	22.0	758	0.397
SPBC32C12.03c	47673.96	9.4858	22.0	423	0.363
SPAC23A1.08c	12870.14	12.0127	22.0	112	0.692
SPBC1215.01	33379.97	10.6728	22.0	290	0.377
SPBC1718.07c	43435.49	9.8355	22.0	404	0.449
SPMIT.03	28778.07	10.3513	22.0	251	0.417
SPBC16C6.11	14444.99	11.6610	22.0	127	0.645
SPBC365.03c	18380.15	10.7544	22.0	160	0.783
SPCC1322.15	12800.11	11.9188	22.0	111	0.665
SPBC651.01c	72799.29	9.6862	22.0	642	0.508
SPAC26F1.01	103632.79	8.7850	22.0	928	0.405
SPBC83.06c	10495.58	12.3767	22.0	92	0.356
SPCC1281.06c	54438.24	9.6061	22.0	479	0.795
SPCC320.03	95112.15	8.7316	22.0	867	0.416
SPBC947.15c	60780.70	10.0359	22.0	551	0.471
SPBC1271.02	84973.99	9.2674	22.0	752	0.490
SPBC2G2.07c	25671.91	10.6515	22.0	225	0.362
SPBC13A2.03	49936.53	9.5763	22.0	439	0.468
SPAC2C4.06c	51876.91	9.2065	22.0	460	0.407
SPAC167.04	24400.54	10.8492	22.0	209	0.367
SPAC29A4.16	69114.57	9.3141	22.5	636	0.432
SPAC13G7.05	63098.39	9.4183	22.5	537	0.453
SPBC16C6.09	90091.39	8.6692	22.5	778	0.476
SPBC17G9.07	15539.10	11.5688	22.5	134	0.679
SPBC106.03	40006.13	10.1737	22.5	357	0.534
SPAC1250.01	140089.11	8.7439	22.5	1199	0.414
SPBC25B2.05	38587.76	10.2404	22.5	327	0.451
SPBC17D1.06	63912.42	9.9538	22.5	578	0.451
SPBC17F3.01c	40975.95	10.5890	22.5	361	0.376
SPAC16C9.06c	104528.67	8.4535	22.5	925	0.406
